id,date,month,description,name,location,phase,type,html,date_night,month_night,is_night,priority,important,old_name,processed
124,29,8,,Urus Syedi Jiwanji bin Shaikh Dawoodbhai,"Burhanpur, India",DAY,URS,"<ul><li>Syedi Jivanji bin Syedi Dawoodbhai a.q.&nbsp;ye 34ma Dai Syedna Ismail Badruddin [r.a.] si 42ma Dai Syedna Yusuf Najmuddin [r.a.] tak panch Doat ni khidmat kidi.&nbsp;</li><li>Aap Syedna Moayyed [r.a.] na Hudud ma si chhe.&nbsp;</li><li>Aap Aurangabad na vatni tha. Rang no vepar karta.</li><li>Majdu ni fitnat na ayyam ma azim saye kidi. Hatta ke je waqt aap nagar ane halar na bilado ma Dawat ni khidmat par hata,1, Majdu ni fitnat na shikar thaya, ane shaheed thaya. { Syedi Valibhai Shaheed, Aurangabad ma madfoon chhe.]&nbsp;</li><li>Syedna Moayyed [r.a.] ye aap ni shaadi Bujibai Saheba binte Ahmedji na saath kari aapi. Ummul Mumineen Bujibai Saheba Syedi Fakhruddin Shaheed [a.q.] ni nasal ma si chhe, ane Ahmedji Bawa Mulla Khan ni nasal si chhe.&nbsp;</li><li>Khuda ye aap ne be farzand ata kida.1-Syedna Mohammed Izzuddin [r.a.] ane 2- Syedna Taiyeb Zainuddin [r.a.] Syedi Jivanji [a.q.] ni nasal ma aath [8] Doat thaya.&nbsp;Dail Ajal Al Hayyul Muqaddas Syedna Mohammed Burhanuddin Aqa (RA)&nbsp;aap ni nasal si chhe.&nbsp;</li><li>Aap na dikri Amatullah Baisaheba [Madfoon -Jamnagar] Syedna Abdeali Saifuddin [r.a.] na aqila tha. Aap na jad Moulai Salehbhai [a.q.] na mazar Ahmedabad ma Moulai Adam [a.q.] na maqbara ma chhe.&nbsp;</li><li>Aap 29 Shabanul Karim 1209 H. wafat thaya. Aap na qubba Burhanpur ma chhe.</li></ul>",28,8,True,,False,,
125,28,6,7th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Ahmed bin Mubarak RA","Hamdaan, Yemen",DAY,URS,1, Haji 15 mahina bhi thaya nohta ne aap ekaek bimaar thaya, ane 28 Jamadil Ukhra 628 H. aap vafat thaya.</li><li>Aap ni vasiyat mutabiq aap ne Hamdan&nbsp;ma Qubbat ma dafan kida," magar aaj te maruf nathi.</li></ul>""",27,5,True,,False,,True
126,16,9,,Urus Syedi Hebatullah Jamaluddin,"Jamnagar, India",DAY,URS,"<ul><li>Syedi Hebatullah Jamaluddin (a.q.) &nbsp;aale bharmal na nabira chhe.</li><li>Aap Syedna Moayyed (r.a.) na navasa,1, Syedna Moayyed r.a.na shahzadi chhe.</li><li>Aap 16 Ramazanul Moazzam 1275 H. Jamnagar ma vafat thaya.</li></ul>",15,9,True,,False,,
127,9,9,16th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Abdullah Fakhruddin bin Ali RA","Zamarmar, Yemen",DAY,URS,1, ane zulm na logo si Mumineen ni hifazat kidi.</li><li>Aap ek jabardast shayar tha. Waaz ane bayan ghani shaan si karta.</li><li>Aap na mohta farzand Syedi Husain (a.q.) har amar ma aap na moavin tha. Chhoti umar ma itnu ilm hasil kidu ke bija olamao ne hasad thai. Kahe chhe ke Syedi Husain (a.q.) ne tamra ma zehar aapu. Aap ni vafat no Syedna Ali RA ne ghano sadmo pohncho chhe. Aap na bija farzand Syedna Hasan [r.a.] ne Haraz si Zamarmar laya, ane aap na janashin qayam farmaya.</li><li>794 H. ma aap na Shahzada Syedna Hasan [r.a.] ye Shibam no killo fateh kido, je fateh na mahina ma 19 ma Dai Syedna Idris [r.a.] ni viladat thai.</li><li>Aap ye Sheikh Qazi bin Hasan bin Ali bin Pishar [r.a.] ne Hind ni taraf mokla. Hind ma Dawat na umur behtar qayam thaya.</li><li>85 varas ni umare," 9 Shaharullah aap vafat thaya. Aap ni qabr mubarak Zamarmar ma chhe.</li></ul>""",8,8,True,,False,,True
128,1,9,,Urs Shaikh Dawood bhaisaheb,Dhinoj,DAY,URS,<p>N/A</p>,29,9,True,,False,,True
129,29,6,,Urs Ajab Busaheba binte Syedna Qutbuddin Shaheed AQ,Ahmedabad,DAY,URS,<p>N/A</p>,28,7,True,,False,,True
130,21,9,Wasi Moulana Ali Ibn Ali Talib (SA).,Wafaat Amir ul-Mumineen (SA),,DAY,OTHER,,,,False,,False,,
131,20,9,"21mi Raat, Washeq",Lailat al-Fahdil,,NIGHT,WASHEQ,,21,9,True,,True,,
132,19,9,44th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Mohammed Ezzuddin bin Syedi Jiwanji RA","Surat, India",DAY,URS,1, to biji taraf Moulai Abdul Qadar Hakimuddin (a.q.) ni taraf pohnche chhe.</li><li>Aap na Jad Syedi Dawoodbhai ye teen Doat ni khidmat kidi chhe. Aap na vaalid Syedi Jivanjee ye Dawat ane Doat Kiram ni khidmat ma ghani Janfesaani kidi chhe. Aap na vaaleda Buji Aai Saheba chhe,( jem ni qabr Aurangabad ma chhe)&nbsp;</li><li>Aap Dawat na arsh par mustavi thaya te waqt aap ni Umr shareef&nbsp;29 varas ni hati.</li><li>Dawat na arsh par aap ghani kam muddat&nbsp;(4 varas) rahya, magar Ehma ghani barakat ataa kidi. Ilm, hilm, akhlaaq, nutq, aql, jood, zehan, lehan, hifz, vaaz, em tamam umur ma aap Syedna Abdeali Saifuddin (r.a.) na misal tha.</li><li>1234 H (1818 A.D.) ma British Govt. na koi documents gum thaya tha. Mumbai na Governor Lord Elphinston ye aap si madad talab kidi, ane aap ye bataveli saaye mutabiq voh dastavez mili gaya. Hukumat ye aap ni ghani izzat kidi.</li><li>Aap ye Surat ma Qubba Najmiyah na samne makan kharidu, jagah saaf karavi. Aap na amal ma hikmat hati. Aap vafat thaya, te waqt aap ne voh jagah ma dafan karva ma ayaa.</li><li>Aaj vahan Qubba Izziya banela chhe," ane Aale Mohammed s.a. na panch [5] Doat Kiram madfoon chhe.</li><li>19 Shaharullah 1236 H. ma aap 33 varas ni umare vafat thaya. Qubba Izziya&nbsp;ma aap madfoon chhe.</li></ul>""",18,8,True,,False,,True
133,4,7,,Urus Syedi Hasanji Badshah,"Ujjain (mp), India",DAY,URS,"<ul><li>Almaulal Ajal ,1, char Doat ni khidmat kidhi chhe.&nbsp;</li><li>Aap ye&nbsp;ane aap na vaalid Syedi Shamskhan [a.q.] Saheb ye Ahmedabad ma Qaidkhana ma Syedna Qutbuddin Shaheed r.a. ane Syedna Feerkhan Shujauddin r.a. ne&nbsp;jaman pohnchavta, ane kapra namazi karta.</li><li>&nbsp;Syedna Feerkhan Shujauddin r.a. ye aap na vaste doa kidi, je na sabab Khuda Ta'ala ye aa khidmat no ajar ye aapo ke, aap ni nasal ma Doat Akrameen thaya. Dail Asr,&nbsp;Al Hayyul Muqaddas Syedna Mohammed Burhanuddin Aqa (RA)&nbsp;aap ni nasal si chhe.&nbsp;</li><li>Syedna Qutbuddin Shaheed na Shahadat ni zikar Syedi Jivanji Saheb ye 'Kitabul Tazkarah' ma likhi chhe. Apan ye zikar Syedi Sadiqali Saheb ye likhela Hadesa ma aksar parhye chhe.</li><li>Aap 34ma Dai, Syedna Ismail Badruddin r.a. bin Mulla Raj ni hazrat ma Jamnagar aaya. Syedna ye jaheri ane bateni ilm si aap ne navaza. Aap ne ye sharaf hasil thayu ke aap ye Syedna Badruddin r.a., Syedna Zakiuddin r.a. ane Syedna Nooruddin r.a. na qadam mubarak dhoi ne paani pidu.&nbsp;</li><li>Aaj mumineen, Ujjain ma aap na Mazar na Sahan ma je hoj chhe, tema&nbsp;si pani si voh barakat hasil kare&nbsp;chhe.</li><li>Aap ye Gujarat ane Malwa na bilad ma Dawat na ealaam ne nashar kida.&nbsp;</li><li>1081 ma Syedna Zakiuddin [r.a.] ye aap ne&nbsp;Dawat vaste Ujjain mokla.&nbsp;1102 H. ma&nbsp;aap vahan vafat thaya.&nbsp;</li><li>Aap na Qubba Ujjain ma Bahadarpura ma&nbsp;chhe. Haal ma nava bana chhe.</li><li>Sahan ma left ma hauz chhe, je nu paani ghanu barkati chhe.</li><li>Aap na dikri Hayatibaisaheb ni qabr Ujjain na juna qabrastan ma chhe. Aap na farzand shk. Mohammedbahi khanji ni qabr Surat ma Qubba Najmiyah ma chhe.</li></ul>",3,7,True,,False,,
134,1,10,"Takbira: Fajr, Zohar, Asr",Yawm al-Eid-ul-Fitr,,DAY,EID,1,,,False,,True,,True
136,29,9,30mi Raat,Lailat al-Thala'theen,,NIGHT,IMPORTANT_night,,,,True,,False,,True
137,13,7,Rozu,Ayyam ul-Beez,,DAY,OTHER,,,,False,,False,,
138,30,9,"Washeq, Takbira",Lailat ul-Eid-ul-Fitr,,NIGHT,EID, ,31,9,True,,False,,True
139,4,10,,Urs Syedi Taiyebji Shaheed AQ,Ahmedabad,DAY,URS,"<ul><li>Moulai Yusufji&nbsp;ane Moulai Taiyebji Shaheed a.q. beve navjavan [young] Talibe Ilm [Students], potani shaadi ni raate navsa [dulha] na libas ma sabaq parhva vaste Syedna Dawood bin Qutubshah [r.a.] taraf aavta hata,1, je ma, rivayat ma chhe ke, Dawat na kitabo na khazana chhupavela hata. Syedna Dawood bin Qutubshah r.a. yahan&nbsp;sabaq parhavata.</li><li>Aap beve ni qabr par shaadi ni mannat levay chhe.</li></ul>",3,10,True,,False,,True
140,9,10,31st al-Dai al-Mutlaq,"Urs Mubarak, Syedna Qasim Khan Zainuddin RA","Ahmedabad, India",DAY,URS,"",8,9,True,,False,,True
141,10,10,21st al-Dai al-Mutlaq,"Urs Mubarak, Syedna Husain Husamuddin RA","Masaar, Yemen",DAY,URS,1, satar na 21ma dai.</li><li>Husne Shibam ma aap qayaam farmavta.</li><li>Aap na zaman ma Hind ma Jafar ni fitnat no aalam tho. Hazaro Mumineen shaheed thaya. Jafar ni fitnat ma Mumineen na gharbaar lutaya. Ghana Mumineen iman par sabit na rahi saka. Moulai Raj bin Moulai Hasan a.q., ni saye si ghana iman par qayam rahya. Dail Ajal Al Hayyul Muqaddas Syedna Mohammed Burhanuddin Aqa (RA) hamesha aap na bayan ma farmave chhe ke jo moulai&nbsp;Raj na hota to apan mumin na rehta.</li><li>Moulai Raj bin Moulai Hasan a.q., Moulai Raj bin Dawood, Soni&nbsp;a.q. ane bija ghana Hudud Shaheed thaya.</li><li>Akhar umr ma Syedna Husain ni tabiyat ghani nasaaz thai gai. Dawat na har umur&nbsp;Syedi Hasan bin Nooh Bharuchi a.q. lai uthta. Hind," Sind ane Yemen si je kagazo aavta te Syedi Hasan bin Nooh ni khidmat ma arz thaata.</li><li>10 Shawwal&nbsp;933 H. aap Vafat thaya.</li><li>Aap ni qabr mubarak Masaar ma chhe.</li></ul>""",9,9,True,,False,,True
142,9,10,31st al-Dai al-Mutlaq,"Urs Mubarak, Syedna Qasim Khan Zainuddin RA","Ahmedabad, India",DAY,URS,1, ane Moulai Hasanfir Saheb [a.q.] *ni nasal ma si chhe.</li><li>Yemen na Dail Ajal, 30ma Dai Syedna Ali Shamsuddin [r.a.] na aap Mazoon tha, ane Hind-Sind na Vaali tha. Syedna Ali (r.a.) ye aap par nas kidi, ane Dawat paachhi Hind aavi.</li><li>Jumle panch (5) Doat ni aap ye khidmat kidi chhe.</li><li>Syedna Dawood bin Qutubshah [r.a.] na zaman ma Suleiman ni fitnat na waqt aap bhi qaid hata. Ej misal Ali ni fitnat ma bhi aap ye khidmat kidi.</li><li>9 Shawwal 1052 H," Ahmedabad ma aap&nbsp;vafat thaya.</li><li>Aap ni qabr mubarak Qubbat Qutbiyah ma Syedna Qutbuddin Shaheed (r.a.) na javar ma chhe.</li></ul>""",8,9,True,,False,,True
144,27,10,,Urs Miyasaheb Abdeali Waliullah,Jaora,DAY,URS,<p>N/A</p>,26,11,True,,False,,True
145,27,7,,Urs Syedi Miyasaheb Alibhai bin Peerji,Radhanpur,DAY,URS,<p>N/A</p>,26,8,True,,False,,True
146,24,10,Pune,Urus Shaikh Qutub Bhai bin Sulaimanji,"Pune, India",DAY,URS,"<ul><li>Sheikh Qutubbhai bin Mulla Sulemanji a.q. Burhanpur na watni chhe.</li><li>40ma Dai,1, Syedna Zainuddin (r.a.) tak aap ye chhe[6] doat ni khidmat kidi. Aap ye Mumbai ni amaalat bhi sanbhaleli chhe..</li><li>Syedna Moayyed (r.a.) ye aap ne Mafsuhiyat ane Syedna Abdeali Saifuddin (r.a.) ye aap ne Hadiyat na rutba ma lida (1214 H.)</li><li>Dawat na dushman, Kharji Chandji ni fitnat na waqt, bahes [arguments] karva ne Syedna Abdeali Saifuddin (r.a.) ye aap ne Aurangabad moklela, ane aap ye bahes si ye fitnat khatam kari didi.</li><li>Aap Ustade Kaamil tha, Hafizul Quran tha ane Uncha daraja na aalim tha. Aap ye Shaikh Hebatullah bin Mulla Vali Mohammed si&nbsp;ilm haasil kidu. Syedi Sadikali a.q. ane Syedi Imaduddin a.q. aap na hamzaman [contemporory] tha.</li><li>Dawat ni akhbar na aap ye lakhela teen anmol [valuable] kitab Dawat na khazana ma maujud chhe:</li><li>[1] Muntazaul Akhbar-Part 1 [Nabi Saheb (s.a.) si 21 ma Imam (a.s.) ni akhbar]</li><li>[2] Muntazaul Akhbar-Part 2 [Doat Kiram ane te zaman na Hudud ni akhbar]</li><li>[3] Tafseer-e-Izziyah- [Quran-e-Majid ni tafseer]- aa kitab adhuri rahi.</li><li>80 varas ni umare aap Poona ma vafat thaya. Aap na mazar Poona na qabrastan ma chhe.</li></ul>",23,10,True,,False,,
147,27,10,"2nd Urus, Burhanpur, India.",Urus Syedi Abdul Qadir Hakimuddin (AQ),"Burhanpur, India",DAY,1,"<ul><li>Syedi Abdul Qadar Hakimuddin [a.q.]&nbsp;Syedi Bawa mulla khan&nbsp;a.q. na farznde&nbsp;arjumnd chhe.</li><li>Aap ye paanch Doat ni khidmat kidi chhe. Aap 38ma Dai, Syedna Ismail Badruddin (Sani }&nbsp;r.a. [Jamanagr] na Mazoon tha.</li><li>Doat Kiram ane Hudud ni shaan ma aap ye Arabic ma qasida tasneef farmaya chhe. aaj bhi har doat na urs ni majalis ma aa qasida parhay chhe. Khidmat ni jaza ye mili ke, aap ni nasal ma Doat Kiram ane Hudud thaya.</li><li>Aap Hafizul Quran hata. Har mumin aap na Ilm, taqwa, riyazat ane fidai ni shaan jaane chhe.</li><li>Koi waqt aap ni Namaz fot nathi thai. Har Jumoa ni raate mohalla ni masjid ma padharta. Je namaz ma hazir na thaay, tene taqid karta ane garamat ( fine) leta.</li><li>Deen ni rasamo ne aap ye zinda kidi. Roj savare Quran Majid na daur ni rasam ane Sabil ni rasam aap ye shuru kidi chhe.</li><li>Nisfil Lail ni Namaz na baad aap kitabo likhta. Dawat na kitabo na be khazana aap ye likha. Ek Syedna Ismail Badruddin [r.a.] ni hazrat ma arz kida, ane bija pote parhavva vaste rakhta.</li><li>Aap ni sakhavat ni ye shaan hati ke rupiya ni theli je aap rakhta, te ma si saail ne muththi bhari ne aapi deta, ke puri theli aapi deta.</li><li>Aap ye aap ni vasiyat ma aap ni tamam milkat na malik Daiz-zaman ne kida.</li><li>Aap na mojeza be shumaar chhe. Aap na dafan na 21 din na baad Dushmano ye aap ni qabr ne khodavi; aap sahi salaam nikla, Dushmano na hath bhoy ma para.</li><li>Aap Qaziye Hajat chhe. Mumineen aap ni paase har hajat tamam kare chhe.</li><li>Aap na farzand Syedi Dawoodbhai, Syedna Moayyed [r.a.] na Mazoon hata.</li><li>5 Shawwal 1142 H. aap Burhanpur ma vafat thaya. aap na baad aap ni qabr par zulm thayo hato. urs 27 shawwal&nbsp;bhi manay chhe.</li><li>Burhanpur mazar complex ek namunedar tameer chhe.</li></ul>",26,10,True,,False,,
148,11,11,Yemen.,Urs Syedna Ali bin Mohammed Sulaihi RA,Yemen,DAY,URS,<p>N/A</p>,10,12,True,,False,,True
149,16,8,2nd al-Dai al-Mutlaq,"Urs Mubarak, Syedna Ibrahim bin Husain RA","Ghailbani Hamid, Yemen",DAY,URS,1, Dail Ajal, Syedna Ibrahim bin Husain, Alhamedi&nbsp;RA&nbsp;'Kanzul Valad' na Saheb si mashoor chhe, je Kitab Haqeeqat na ek aala Kitab chhe.</li><li>Ilme Haqaeq [ Haqeeqat mu ilm] na ulum ma aap inteha ne pohncha hata. Tena upar si aap ye vasheq ni namaz ni shaqelat taiyar kidi.&nbsp;Shahre Rajab ni pehli Raat, 27mi Rajab nii Raat,&nbsp;Shahre Shaban ni 15mi Raat,&nbsp;Shaharullah ni teen Fazil Raat, Lailatul Qadar,&nbsp;Idul Fitr,&nbsp;ane Idul Adha ni Raat ma Vasheq ni namaz qayam farmavi.&nbsp;Te Raato na Fazal ane Sharaf ne aashkar kidha. Teni maana ane Mamsool ne olkhaya. Tehni Rakato ane Duao ma hikmat na motio puraya. Aaj apan yeh vasheq ni namaz parhi je barakat hasil kariye chhe, te Syedna Ibrahim [r.a.] ni yaadgar chhe.</li><li>Aap ye Syedi Ali bin Husain Alvalid ne Mazoon qayam kida, je ilmo amal na lehrata sagar tha. Deen ane Duniya na umur ma aap na madadgar [helper] tha. Syedna ne potani buzurgi [ old age ] na sabab&nbsp;Syedi Ali bin Husain no saharo tho, magar maut ye Syedi Ali ne jaldi bolavi lida.&nbsp;[ Vafat 554 H. ]&nbsp;Te baad aap ye aap na farzand Syedna Hatim r.a. ne Mazoon na rutba ma qayam kida. Ane Mukasir na rutba ma Syedna Mohammed bin Taher a.q.[ Bavisa na Saheb]&nbsp;ne qayam kida.</li><li>Dai, Mazoon ane Mukasir na rutba ma aavi Shaanvali Shakhsiyat [ personalities ] na vujud si Dawat ni shaan dubala thai. Te dekhi&nbsp;Dushmano jali uthe ehma ajab sun? Zaidiyo ye Syedna Ibrahim [r.a.] ni deeni koshisho tuti jay te vaste ghani koshish kidi, magar kai chalu nahin. Chare taraf Imamuzzaman [s.a.] ni barakat aam thai. Dawat ma bahar aavi.</li><li>16 Shaban 557 H. aap vafat thaya. AAP YE&nbsp;Syedna Hatim r.a. par nas farmavi.</li><li>&nbsp;Aap ni qabr Gail bin Hamid ma chhe.&nbsp;Syedna Mohammed Burhanuddin [t.u.s.] jivare 1381 H. ma Yemen padharela, tivare Hamdan si aap 7 miles chalta hua aavi ne Gail Bani Hamid padhara hata, ane aap ni Qabr ni maarefat&nbsp;karavi hati.</li><li>Aaj bhi dushmano aap ni qabr ni behurmati kare chhe, ane varamvar tehne tori nakhe chhe.</li><li>Yahan ni Masjid ma Moula ye Yemen ni pehli safar 1381 H. ma Magrib ane Isha ni namaz parhavi chhe.</li><li>1432 H. ma aap ye yahan nava Qubba ni iftetah kidi hati," ane hazaro Mumeenin hazir thayela.&nbsp;</li><li>Aap na zaman ma&nbsp;[547 H. 1154 A.D.]&nbsp;Rasul Husain ne Askalan si&nbsp;Qahera lavvama aaya.</li></ul>""",15,7,True,,False,,True
150,29,10,,Urs Mulla Salehbhai Ibne Najamkhan,Ahmedabad,DAY,URS,<ul><li>Moulai&nbsp;Salehbhai bin Najamkhan&nbsp;(a.q.)&nbsp;Syedi Jivanjee a.q. ( madfoon Burhanpur) na Jadde amjad chhe.</li><li>Aap ni qabr Ahmedbad ma Moulai Adam na mazar ma pachal chhatri ma chhe.</li><li>Dail Ajal Al Hayyul Muqaddas Syedna Mohammed Burhanuddin Aqa (RA) aap ni nasal si chhe.</li><li>Moula RA aap ni ziyarat kari chhe.</li></ul>,28,11,True,,False,,True
151,10,10,11th al-Dai al-Mutlaq ,"Urs Mubarak, Syedna Ibrahim bin Syedna Husain RA","Hisne Afeda, Yemen",DAY,URS,1, aap Darul Unq'a ma rahyo je killo ane mahal secured hata. Aap yahan aap na rasala na saath rehta hata.</li><li>Aap Ilm ane Fazal na Saheb tha. Dawat na nizam ne lai uthnar tha. Shariyat na faraez ane sanan ne qayam karva ma aap no khas maqaam hato.</li><li>Aap na farzand Syedna Ali [r.a.] na haath par Husne Kokaban fateh thayu.</li><li>Aap na zaman ma Muluk, Ashraf ane Zaidi na darmiyan ghani larai thai. Yemen ni zamin ma fasad no aalam hato. Aap ye Husne Afedah ne qayamgah banayu.</li><li>Aap ni umr 92 varas ni hati. Aap Dawat na arsh par 42 varas rahya. Aap 10 Shawwal 728 H. wafat thaya. Aap ni qabr mubarak Hisne Afedah ma chhe. Aa pahar par charhvu&nbsp;ghanu dushvaar chhe.</li><li>Dail Ajal Al Hayyul Muqaddas Syedna Mohammed Burhanuddin Aqa (RA) ye taaeed si 4 Doat ni qubur ni tehqeek farmavi," je ma ek qabr aap ni chhe.</li></ul>""",9,9,True,,False,,True
152,15,11,45th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Tayyeb Zainuddin bin Syedi Jiwanji RA","Surat, India",DAY,URS,1, beve ma aap nu ghanu maan (respect) hatu. Sir John Malcom, Holkar, Sindia saghla aap no maan martabo rakhta, aap ne ghani karamat (Respect) aapta.</li><li>1237 H. [ 1822 ] ma Surat ma ghani mohti rel [flood] aavi. Shaher (City) panch (5) din paani ma rahyu. Aap ye Mumineen ane gair Mumineen vaste naav (boats) firavi, anaaj ni madad pohnchavi.</li><li>Aap ye aap na shahzada Syedna Abdul Qadar Najmuddin [r.a.] ane Syedna Abdulhusain Husamuddin [r.a.] ni Shaadi ghani dhamdhoom si Surat ma kidi, ane aap ni dukhtar (Daughter)&nbsp;ni Shaadi Syedna Mohammed Badruddin [r.a.] na saath kidi.</li><li>Aap Bombay Legislative Council na member hata. Bombay Presidency taraf si aap ne Upper Council ni membership offer thai, aap ye inkar kido.</li><li>Aap ye ghana Mashahed ane Madaris aabad kida. Syedi Fakhruddin Shaheed a.q. [Galiakot] na Roza,, Hasanfir Saheb ni Masjid, Surat na qubba ane Yemen ma Syedna Hatim r.a. na qubba&nbsp;aap ye banaya. Syedna Hatim r.a. na qubba&nbsp;aa qabal [pehla] jivare bhi banavta, tivare tooti jata.</li><li>Aap ye safar ghani kidi chhe. 1239 H. ma paanch mahina aap ye Surat, Khambat, Ahmedabad ane Kapadvanj&nbsp;ni safar kidi. 1240 H. ma aap Dahod, Ratlam ane Mandsor rahya. (1241 H. Mandsor ma aap na muqam darmiyan ghano fasad thayo. Aap na ane Mumineen na makano ne jalaya. Ek goli aap na qareeb si nikli gai. Khuda Taala ye aap ni hifazat kidi. Aakhir ma Angrez Lashkar ne bolayu, ane toofan qabu [control] ma aayu. Ujjain ma Mazharali ye fitnat kidi, te pakrayo. 1241 H. ma Ujjain ma Shaadi na jaman ma gosht pakavva ni babat ma qaumi riot thayu. Hinduo ye apna saath len-den band kidi. Angrez sarkar vachche pari ane saghlu chalu thayu. 1247 H. ma aap Kapadvanj, Ahmedabad, Sidhpur Jamnagar ane Mandvi padhara.</li><li>&nbsp;15 Zilqad 1252 H. 54 varas ni umare," Surat ma aap wafat thaya. Aap ni qabr mubarak Qubba Izziyah ma chhe. Aqa Moula t.u.s. aap ni nasal ma si chhe.</li></ul>""",14,10,True,,False,,True
153,12,11, 43rd al-Dai al-Mutlaq,"Urs Mubarak, Syedna Abdeali Saifuddin RA","Surat, India",DAY,URS,1, 24 varas ni naani umare Dai thaya..</li><li>Dawat ni taarikh ma aap Moayyed-e-Asgar si olkhay chhe. Aap ye Dawat ma ilm ni naher jaari kidi.</li><li>Dawat na arsh par aava baad aap thoro waqt Surat rahya," ne te baad Morbi hijrat kidi. Morbi ne aap ye """"Darul Hijrat"""" banayu. Jamnagar ma aap ye Haveli ane Masjid ni tameer kidi.</li><li>Mulk ma te arsaa ma ghani bad-amani [ disturbances] phelai. Mumineen vaste mehnat waqe thai. Loot ane zulm ni aafat aavi. Mumineen ni halaat najuk thai. Aap ye maal kharch kari saghla ne himmat aapi.</li><li>1214 H. ma Chandji nam na shakhs ye Aurangabad ma fisad felavi. Morbi ma te pakrayo", ane halak thayo. Aap te baad Surat padhara.</li><li>1220 H. ma aap ye 'Masjid-e-Azam' ane 'Saifee Daras' banaya.</li><li>1227 H. ma Cutch ma mohto dukal [Great Famine] paro. Aap ye 12000 Mumineen ne Surat bolavi aasro aapo, Anaj pohnchayu, Chrkha kantva nu farmayu.</li><li>Ghana Mumineen ne aap ye Africa," Ceylon ane Burma vepar vaste java ni salah aapi. Rangoon ma Masjid banavi. Karachi [Sind] ma Mumineen vasta thaya. Qareeb 270 Gaam ane 700 Masjid Sind ma bani. Africa ma Masjid bani. Qarib 25000 Mumineen wahan vasa.&nbsp;</li><li>40 varas ni umare 1232 H. ma Surat ma aap vafat thaya. Aap ni qabr Mubarak Qubbat Najmiyah ma chhe. Aa varas 1432 ma aap na vafat ne pura 200 varas thaya.</li></ul><p><br></p>""",11,10,True,,False,,True
154,29,8,,Ramadaan al-Moazzan Pehli Raat,,NIGHT,PEHLI_RAAT,,29,9,True,,True,,True
155,21,11,22nd al-Dai al-Mutlaq ,"Urs Mubarak, Syedna Ali Shamsuddin RA","Masaar, Yemen",DAY,URS,1," Syedna Ali Shamsuddin r.a. tamam Doat ul Mutlaqeen r.a. na darmiyan ghano kam [nery short] arsa Dawat na arsh par rahya chhe. sirf 41 divas.</li><li>Aap nu laqab Shamsuddin chhe.</li><li>Aap na aaba-e-Kiram ni jem aap ye bhi Khuda ni rah ma ghanu kharch kidu.</li><li>Haq nu ilm nashara karva ma saye jaleel farmavi. Aap na Kakaji na dikra Syedna Mohammed Izuddin r.a. ye aap ne yaari didi.</li><li>Aap Hisne Shibam ma muqeem rahya.</li><li>Aap ni qabr mubarak Masaar pahar par chhe. Vahan teen Doat Mutlaqeen r.a. madfoon chhe</li></ul>""",12,10,True,,False,,True
156,25,11,4th al-Dai al-Mutlaq ,"Urs Mubarak, Syedna Ali Shamsuddin bin Syedna Hatim RA","Sanaa, Yemen",DAY,URS,1, ane Sana'a ma aap na mzoon&nbsp;Syedna Ali bin&nbsp;Mohammed r.a. na ghare muqim rahya. Aap ne&nbsp;yahan bhi Sana'a na Yahburio ne samjhvva ni ghani koshis kidi magar temne Banu Yaab no samno karvo paro. Dushmano ye Syedi Sabaa Shaheed (a.q.) na farzand Sultan Hatim ne qatal kida. Shaheed Hatim na qabila ni javabdari Syedna Ali r.a. ye mathe lidi, ane kai vadhare na bane te vaste aap khud Zimarmar ma banu Hatim na makan ma rahya.</li><li>Yahan bhi dushmano ye aap na saath jang kido ane chhupi rite aap ne zehar pohnchayu.</li><li>Aap bimar thay, to banu Hatim na logo aapne miyana ma san'aa lai gaya," jahan aap vafat thaya. Aap ni qabr mubarak ni san'aa ma jaga maaruf [known] nathi.</li><li>Aap ye Syedna Ali bin Mohammed Valid ( r.a.) par nas farmavi.</li></ul>""",24,10,True,,False,,True
157,4,9,,Urs Syedi Tayyeb bhaisaheb Zainuddin bin Syedna Abdulqadir Najmuddin AQ,Surat,DAY,URS,<p>N/A</p>,3,10,True,,False,,True
